"","station_name","station_id","station_operator","prov","lat","lon","elev","climate_id","WMO_id","TC_id","date","year","month","day","qual","cool_deg_days","cool_deg_days_flag","dir_max_gust","dir_max_gust_flag","heat_deg_days","heat_deg_days_flag","max_temp","max_temp_flag","mean_temp","mean_temp_flag","min_temp","min_temp_flag","snow_grnd","snow_grnd_flag","spd_max_gust","spd_max_gust_flag","total_precip","total_precip_flag","total_rain","total_rain_flag","total_snow","total_snow_flag"
"17","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-09-30,"2012","09","30",NA,0,NA,14,NA,0.6,NA,19.6,NA,17.4,NA,15.2,NA,NA,NA,57,NA,28.4,NA,28.4,NA,0,NA
"18","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-01,"2012","10","01",NA,0,NA,20,NA,2.4,NA,19.4,NA,15.6,NA,11.7,NA,NA,NA,46,NA,11.8,NA,11.8,NA,0,NA
"19","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-02,"2012","10","02",NA,0,NA,26,NA,3.2,NA,18.3,NA,14.8,NA,11.2,NA,NA,NA,44,NA,0,NA,0,NA,0,NA
"20","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-03,"2012","10","03",NA,0,NA,34,NA,3.8,NA,18.2,NA,14.2,NA,10.2,NA,NA,NA,44,NA,0,NA,0,NA,0,NA
"21","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-04,"2012","10","04",NA,0,NA,3,NA,6.1,NA,15.4,NA,11.9,NA,8.4,NA,NA,NA,32,NA,0,"T",0,"T",0,NA
"22","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-05,"2012","10","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-06,"2012","10","06",NA,0,NA,18,NA,2.4,NA,18,NA,15.6,NA,13.1,NA,NA,NA,65,NA,0,NA,0,NA,0,NA
"24","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-07,"2012","10","07",NA,0,NA,18,NA,5.1,NA,17.1,NA,12.9,NA,8.6,NA,NA,NA,50,NA,1.8,NA,1.8,NA,0,NA
"25","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-08,"2012","10","08",NA,0,NA,30,NA,9.1,NA,12.4,NA,8.9,NA,5.3,NA,NA,NA,37,NA,3.4,NA,3.4,NA,0,NA
"26","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-09,"2012","10","09",NA,0,NA,NA,NA,10.7,NA,11.9,NA,7.3,NA,2.6,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"27","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-10,"2012","10","10",NA,0,NA,14,NA,5.8,NA,15.2,NA,12.2,NA,9.1,NA,NA,NA,41,NA,1.6,NA,1.6,NA,0,NA
"28","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-11,"2012","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-12,"2012","10","12",NA,0,NA,28,NA,12.2,NA,9.1,NA,5.8,NA,2.5,NA,NA,NA,44,NA,11,NA,11,NA,0,"T"
"30","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-13,"2012","10","13",NA,0,NA,25,NA,14.5,NA,6.6,NA,3.5,NA,0.4,NA,NA,NA,52,NA,0,NA,0,NA,0,NA
"31","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-14,"2012","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-15,"2012","10","15",NA,0,NA,18,NA,5.5,NA,17.8,NA,12.5,NA,7.1,NA,NA,NA,43,NA,3.6,NA,3.6,NA,0,NA
"33","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-16,"2012","10","16",NA,0,NA,22,NA,6.2,NA,17.8,NA,11.8,NA,5.8,NA,NA,NA,65,NA,8.8,NA,8.8,NA,0,NA
"34","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-17,"2012","10","17",NA,0,NA,28,NA,10.8,NA,10,NA,7.2,NA,4.3,NA,NA,NA,41,NA,0,NA,0,NA,0,NA
"35","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-18,"2012","10","18",NA,0,NA,NA,NA,10.5,NA,11.8,NA,7.5,NA,3.1,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"36","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-19,"2012","10","19",NA,0,NA,13,NA,9,NA,15.3,NA,9,NA,2.6,NA,NA,NA,32,NA,0,NA,0,NA,0,NA
"37","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-20,"2012","10","20",NA,0,NA,17,NA,3.5,NA,18.8,NA,14.5,NA,10.2,NA,NA,NA,52,NA,2,NA,2,NA,0,NA
"38","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-21,"2012","10","21",NA,0,NA,25,NA,5,NA,16.9,NA,13,NA,9,NA,NA,NA,41,NA,3,NA,3,NA,0,NA
"39","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-22,"2012","10","22",NA,0,NA,24,NA,8.4,NA,13.4,NA,9.6,NA,5.8,NA,NA,NA,50,NA,1.2,NA,1.2,NA,0,NA
"40","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-23,"2012","10","23",NA,0,NA,31,NA,12.2,NA,7.5,NA,5.8,NA,4,NA,NA,NA,44,NA,2.2,NA,2.2,NA,0,NA
"41","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-24,"2012","10","24",NA,0,NA,31,NA,13,NA,6.7,NA,5,NA,3.2,NA,NA,NA,48,NA,1.4,NA,1.4,NA,0,NA
"42","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-25,"2012","10","25",NA,0,NA,33,NA,13.4,NA,6.2,NA,4.6,NA,2.9,NA,NA,NA,41,NA,0,"T",0,"T",0,NA
"43","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-26,"2012","10","26",NA,0,NA,35,NA,11.6,NA,10.6,NA,6.4,NA,2.2,NA,NA,NA,37,NA,0,NA,0,NA,0,NA
"44","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-27,"2012","10","27",NA,0,NA,2,NA,11.2,NA,11.4,NA,6.8,NA,2.1,NA,NA,NA,39,NA,0,"T",0,"T",0,NA
"45","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-28,"2012","10","28",NA,0,NA,3,NA,8.2,NA,12.1,NA,9.8,NA,7.4,NA,NA,NA,43,NA,0.2,NA,0.2,NA,0,NA
"46","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-29,"2012","10","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-30,"2012","10","30",NA,0,NA,11,NA,4.7,NA,14.5,NA,13.3,NA,12,NA,NA,NA,63,NA,0,NA,0,NA,0,NA
"48","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-10-31,"2012","10","31",NA,0,NA,12,NA,4.5,NA,14.9,NA,13.5,NA,12,NA,NA,NA,48,NA,12,NA,12,NA,0,NA
"49","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-01,"2012","11","01",NA,0,NA,NA,NA,3.7,NA,16.9,NA,14.3,NA,11.7,NA,NA,NA,NA,NA,5.2,NA,5.2,NA,0,NA
"50","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-02,"2012","11","02",NA,0,NA,19,NA,7.1,NA,13.1,NA,10.9,NA,8.6,NA,NA,NA,35,NA,1.4,NA,1.4,NA,0,NA
"51","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-03,"2012","11","03",NA,0,NA,36,NA,7.6,NA,12.8,NA,10.4,NA,8,NA,NA,NA,35,NA,0,NA,0,NA,0,NA
"52","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-04,"2012","11","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-05,"2012","11","05",NA,0,NA,NA,NA,14.9,NA,5.2,NA,3.1,NA,0.9,NA,NA,NA,NA,NA,1.2,NA,1.2,NA,0,"T"
"54","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-06,"2012","11","06",NA,0,NA,26,NA,18.3,NA,2.4,NA,-0.3,NA,-2.9,NA,NA,NA,48,NA,0,"T",0,"T",0,NA
"55","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-07,"2012","11","07",NA,0,NA,5,NA,19.5,NA,4.7,NA,-1.5,NA,-7.6,NA,NA,NA,48,NA,4.6,NA,4.6,NA,0,NA
"56","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-08,"2012","11","08",NA,0,NA,3,NA,12.2,NA,8.4,NA,5.8,NA,3.2,NA,NA,NA,57,NA,21.6,NA,21.6,NA,0,NA
"57","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-09,"2012","11","09",NA,0,NA,29,NA,13.4,NA,7.3,NA,4.6,NA,1.8,NA,NA,NA,44,NA,0.6,NA,0.6,NA,0,NA
"58","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-10,"2012","11","10",NA,0,NA,31,NA,16.7,NA,3.6,NA,1.3,NA,-1.1,NA,NA,NA,61,NA,0,NA,0,NA,0,NA
"59","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-11,"2012","11","11",NA,0,NA,28,NA,16.2,NA,6.1,NA,1.8,NA,-2.5,NA,NA,NA,33,NA,0,NA,0,NA,0,NA
"60","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-12,"2012","11","12",NA,0,NA,19,NA,8.4,NA,13.2,NA,9.6,NA,6,NA,NA,NA,39,NA,0,NA,0,NA,0,NA
"61","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-13,"2012","11","13",NA,0,NA,18,NA,7,NA,17.1,NA,11,NA,4.8,NA,NA,NA,61,NA,5.2,NA,5.2,NA,0,NA
"62","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-14,"2012","11","14",NA,0,NA,3,NA,13.7,NA,5.1,NA,4.3,NA,3.5,NA,NA,NA,41,NA,7.6,NA,7.6,NA,0,NA
"63","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-15,"2012","11","15",NA,0,NA,3,NA,12.9,NA,6.3,NA,5.1,NA,3.8,NA,NA,NA,50,NA,1,NA,1,NA,0,NA
"64","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-16,"2012","11","16",NA,0,NA,NA,NA,14.5,NA,4.9,NA,3.5,NA,2.1,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0,NA
"65","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-17,"2012","11","17",NA,0,NA,33,NA,17.7,NA,3.6,NA,0.3,NA,-3,NA,NA,NA,37,NA,0.4,NA,0.4,NA,0,NA
"66","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-18,"2012","11","18",NA,0,NA,NA,NA,19.2,NA,2.7,NA,-1.2,NA,-5.1,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"67","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-19,"2012","11","19",NA,0,NA,NA,NA,18.1,NA,5.8,NA,-0.1,NA,-5.9,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"68","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-20,"2012","11","20",NA,0,NA,NA,NA,16,NA,7.4,NA,2,NA,-3.5,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"69","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-21,"2012","11","21",NA,0,NA,NA,NA,17,NA,6.2,NA,1,NA,-4.3,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0,NA
"70","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-22,"2012","11","22",NA,0,NA,NA,NA,14.8,NA,8.7,NA,3.2,NA,-2.4,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA
"71","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-23,"2012","11","23",NA,0,NA,18,NA,11.3,NA,9.6,NA,6.7,NA,3.8,NA,NA,NA,39,NA,0,NA,0,NA,0,NA
"72","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-24,"2012","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-25,"2012","11","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-26,"2012","11","26",NA,0,NA,23,NA,19.9,NA,-0.4,NA,-1.9,NA,-3.3,NA,NA,NA,59,NA,0,NA,0,NA,0,NA
"75","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-27,"2012","11","27",NA,0,NA,26,NA,24.4,NA,-1.8,NA,-6.4,NA,-10.9,NA,NA,NA,35,NA,0,NA,0,NA,0,NA
"76","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-28,"2012","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-29,"2012","11","29",NA,0,NA,28,NA,22.1,NA,-0.3,NA,-4.1,NA,-7.8,NA,NA,NA,44,NA,1.2,NA,0,NA,1.4,NA
"78","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-11-30,"2012","11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-01,"2012","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-02,"2012","12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-03,"2012","12","03",NA,0,NA,17,NA,12.4,NA,9.2,NA,5.6,NA,2,NA,NA,NA,59,NA,4,NA,4,NA,0,NA
"82","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-04,"2012","12","04",NA,0,NA,19,NA,16.1,NA,3.2,NA,1.9,NA,0.6,NA,NA,NA,41,NA,0,NA,0,NA,0,NA
"83","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-05,"2012","12","05",NA,0,NA,17,NA,13.3,NA,8.9,NA,4.7,NA,0.5,NA,NA,NA,54,NA,3,NA,3,NA,0,"T"
"84","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-06,"2012","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-07,"2012","12","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-08,"2012","12","08",NA,0,NA,NA,NA,14.3,NA,7.7,NA,3.7,NA,-0.3,NA,NA,NA,NA,NA,5,NA,5,NA,0,NA
"87","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-09,"2012","12","09",NA,0,NA,30,NA,15.9,NA,8.2,NA,2.1,NA,-4,NA,NA,NA,56,NA,1,NA,1,NA,0,NA
"88","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-10,"2012","12","10",NA,0,"E",NA,"M",15,"E",10.9,NA,3,"E",-4.9,"E",5,NA,NA,"M",38,"E",NA,"M",NA,"M"
"89","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-11,"2012","12","11",NA,0,NA,29,NA,14.6,NA,11.8,NA,3.4,NA,-5.1,NA,NA,NA,43,NA,6.8,NA,6.8,NA,0,NA
"90","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-12,"2012","12","12",NA,0,NA,26,NA,22.7,NA,-2.2,NA,-4.7,NA,-7.1,NA,NA,NA,32,NA,0,NA,0,NA,0,NA
"91","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-13,"2012","12","13",NA,0,NA,29,NA,23,NA,-1.5,NA,-5,NA,-8.5,NA,NA,NA,37,NA,0,NA,0,NA,0,NA
"92","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-14,"2012","12","14",NA,0,NA,28,NA,18.8,NA,3.4,NA,-0.8,NA,-4.9,NA,NA,NA,43,NA,1.8,NA,1.4,NA,0.4,NA
"93","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-15,"2012","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-16,"2012","12","16",NA,0,NA,30,NA,23.8,NA,-1.4,NA,-5.8,NA,-10.1,NA,9,NA,39,NA,1.4,NA,0.4,NA,1.8,NA
"95","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-17,"2012","12","17",NA,0,NA,NA,NA,17.9,NA,2,NA,0.1,NA,-1.8,NA,9,NA,NA,NA,1,NA,0,NA,1.2,NA
"96","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-18,"2012","12","18",NA,0,NA,10,NA,17,NA,2,NA,1,NA,-0.1,NA,4,NA,50,NA,0,"T",0,NA,0,"T"
"97","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-19,"2012","12","19",NA,0,NA,5,NA,16.9,NA,2,NA,1.1,NA,0.1,NA,2,NA,52,NA,0.4,NA,0,NA,0.4,NA
"98","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-20,"2012","12","20",NA,0,NA,2,NA,18.2,NA,1.9,NA,-0.2,NA,-2.2,NA,1,NA,39,NA,0.6,NA,0,NA,0.6,NA
"99","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-21,"2012","12","21",NA,0,NA,10,NA,17.4,NA,3.1,NA,0.6,NA,-2,NA,1,NA,63,NA,1.6,NA,1.6,NA,0,"T"
"100","CHARLOTTETOWN A","50621",NA,"PE",46.29,-63.12,50.9,"8300301","71706","YYG",2012-12-22,"2012","12","22",NA,0,NA,11,NA,11.8,NA,9.8,NA,6.2,NA,2.6,NA,NA,NA,72,NA,18.6,NA,18.6,NA,0,NA
